"","rt","story","blocknum","name","gender","trialnum","qnum","time","qtype","response","workerid","language","languageFree","age","ethnicity","education","studyQuestionGuess","comments","minutes"
"405",7905,"painting",0,"Kelly","female",5,4,303353,"ungrammatical","FALSE",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"406",6755,"painting",0,"Timothy","female",6,5,310124,"probability","0.87",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"407",6755,"painting",0,"Timothy","female",6,5,310124,"ungrammatical","FALSE",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"408",9309,"Japan",1,"Corey","female",8,0,319449,"probability","0.95",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"409",9309,"Japan",1,"Corey","female",8,0,319449,"ungrammatical",NA,5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"410",32503,"Japan",1,"Caleb","female",9,1,351956,"explanation","he speaks Japanese at home",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"411",6794,"Japan",1,"Caleb","female",10,2,358762,"probability","0.8",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"412",6794,"Japan",1,"Caleb","female",10,2,358762,"ungrammatical",NA,5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"413",8099,"Japan",1,"Lindsey","female",11,3,366873,"probability","0.87",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"414",8099,"Japan",1,"Lindsey","female",11,3,366873,"ungrammatical","FALSE",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"415",10940,"Japan",1,"Juan","female",12,4,377825,"probability","0.86",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"416",10940,"Japan",1,"Juan","female",12,4,377825,"ungrammatical","FALSE",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"417",20883,"Japan",1,"Jenna","female",13,5,398720,"probability","0.88",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"418",20883,"Japan",1,"Jenna","female",13,5,398720,"ungrammatical","FALSE",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"419",8713,"insomnia",2,"Adam","female",15,0,407441,"probability","0.73",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"420",8713,"insomnia",2,"Adam","female",15,0,407441,"ungrammatical",NA,5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"421",58613,"insomnia",2,"Austin","female",16,1,466058,"explanation","he drank redbull",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"422",6616,"insomnia",2,"Austin","female",17,2,472686,"probability","0.81",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"423",6616,"insomnia",2,"Austin","female",17,2,472686,"ungrammatical",NA,5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"424",10926,"insomnia",2,"Courtney","female",18,3,483620,"probability","0.5",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"425",10926,"insomnia",2,"Courtney","female",18,3,483620,"ungrammatical","FALSE",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"426",6728,"insomnia",2,"Mark","female",19,4,490360,"probability","0.5",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"427",6728,"insomnia",2,"Mark","female",19,4,490360,"ungrammatical","FALSE",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"428",7098,"insomnia",2,"Brittany","female",20,5,497470,"probability","0.5",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"429",7098,"insomnia",2,"Brittany","female",20,5,497470,"ungrammatical","FALSE",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"430",9776,"guitar",3,"Christopher","female",22,0,507258,"probability","0.88",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"431",9776,"guitar",3,"Christopher","female",22,0,507258,"ungrammatical",NA,5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"432",43749,"guitar",3,"Travis","female",23,1,551011,"explanation","he doesn't know how to read music very well",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"433",3203,"guitar",3,"Travis","female",24,2,554222,"probability","0.81",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"434",3203,"guitar",3,"Travis","female",24,2,554222,"ungrammatical",NA,5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"435",8577,"guitar",3,"Scott","female",25,3,562807,"probability","0.66",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"436",8577,"guitar",3,"Scott","female",25,3,562807,"ungrammatical","FALSE",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"437",6550,"guitar",3,"Brian","female",26,4,569365,"probability","0.92",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"438",6550,"guitar",3,"Brian","female",26,4,569365,"ungrammatical","FALSE",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"439",5008,"guitar",3,"Connor","female",27,5,574381,"probability","0.82",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"440",5008,"guitar",3,"Connor","female",27,5,574381,"ungrammatical","FALSE",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"441",6549,"fitness",4,"Brooke","female",29,0,580946,"probability","0.5",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"442",6549,"fitness",4,"Brooke","female",29,0,580946,"ungrammatical",NA,5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"443",58799,"fitness",4,"Rick","female",30,1,639749,"explanation","he was already an athlete",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"444",7903,"fitness",4,"Rick","female",31,2,647664,"probability","0.35",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"445",7903,"fitness",4,"Rick","female",31,2,647664,"ungrammatical",NA,5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"446",7264,"fitness",4,"Cassandra","female",32,3,654936,"probability","0.51",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"447",7264,"fitness",4,"Cassandra","female",32,3,654936,"ungrammatical","FALSE",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"448",7247,"fitness",4,"Jacqueline","female",33,4,662191,"probability","0.72",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"449",7247,"fitness",4,"Jacqueline","female",33,4,662191,"ungrammatical","FALSE",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"450",5638,"fitness",4,"Daniel","female",34,5,667837,"probability","0.48",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"451",5638,"fitness",4,"Daniel","female",34,5,667837,"ungrammatical","FALSE",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"452",5584,"coffee",5,"Kyle","female",36,0,673433,"probability","0.72",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"453",5584,"coffee",5,"Kyle","female",36,0,673433,"ungrammatical",NA,5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"454",45110,"coffee",5,"Michelle","female",37,1,718547,"explanation","she had coffee very early in the morning",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"455",29234,"coffee",5,"Michelle","female",38,2,747793,"probability","0.71",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"456",29234,"coffee",5,"Michelle","female",38,2,747793,"ungrammatical",NA,5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"457",8745,"coffee",5,"Victoria","female",39,3,756546,"probability","0.67",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"458",8745,"coffee",5,"Victoria","female",39,3,756546,"ungrammatical","FALSE",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"459",8101,"coffee",5,"Emma","female",40,4,764655,"probability","0.63",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"460",8101,"coffee",5,"Emma","female",40,4,764655,"ungrammatical","FALSE",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"461",18092,"coffee",5,"Will","female",41,5,782755,"probability","0.73",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"462",18092,"coffee",5,"Will","female",41,5,782755,"ungrammatical","FALSE",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"463",13479,"reading",6,"Sarah","female",43,0,796242,"probability","0.75",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"464",13479,"reading",6,"Sarah","female",43,0,796242,"ungrammatical",NA,5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"465",37821,"reading",6,"David","female",44,1,834067,"explanation","he took an asprin",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"466",6818,"reading",6,"David","female",45,2,840893,"probability","0.72",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"467",6818,"reading",6,"David","female",45,2,840893,"ungrammatical",NA,5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"468",6896,"reading",6,"Jacob","female",46,3,847801,"probability","0.69",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"469",6896,"reading",6,"Jacob","female",46,3,847801,"ungrammatical","FALSE",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"470",6047,"reading",6,"Amy","female",47,4,853852,"probability","0.69",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"471",6047,"reading",6,"Amy","female",47,4,853852,"ungrammatical","FALSE",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"472",7736,"reading",6,"Gabrielle","female",48,5,861596,"probability","0.74",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"473",7736,"reading",6,"Gabrielle","female",48,5,861596,"ungrammatical","FALSE",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"474",6457,"beach",7,"Olivia","female",50,0,868065,"probability","0.74",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"475",6457,"beach",7,"Olivia","female",50,0,868065,"ungrammatical",NA,5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"476",33350,"beach",7,"Laura","female",51,1,901423,"explanation","there wasn't much wind",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"477",2439,"beach",7,"Laura","female",52,2,903870,"probability","0.79",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"478",2439,"beach",7,"Laura","female",52,2,903870,"ungrammatical",NA,5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"479",7635,"beach",7,"Jennifer","female",53,3,911513,"probability","0.75",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"480",7635,"beach",7,"Jennifer","female",53,3,911513,"ungrammatical","FALSE",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"481",4816,"beach",7,"Michael","female",54,4,916337,"probability","0.71",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"482",4816,"beach",7,"Michael","female",54,4,916337,"ungrammatical","FALSE",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"483",4220,"beach",7,"Melissa","female",55,5,920561,"probability","0.76",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"484",4220,"beach",7,"Melissa","female",55,5,920561,"ungrammatical","FALSE",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"485",7529,"cooking",8,"Allison","female",57,0,928098,"probability","0.64",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"486",7529,"cooking",8,"Allison","female",57,0,928098,"ungrammatical",NA,5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"487",28516,"cooking",8,"Devin","female",58,1,956618,"explanation","he took friends with him",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"488",3603,"cooking",8,"Devin","female",59,2,960225,"probability","0.62",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"489",3603,"cooking",8,"Devin","female",59,2,960225,"ungrammatical",NA,5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"490",8114,"cooking",8,"Samantha","female",60,3,968347,"probability","0.7",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"491",8114,"cooking",8,"Samantha","female",60,3,968347,"ungrammatical","FALSE",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"492",5011,"cooking",8,"Dustin","female",61,4,973370,"probability","0.71",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"493",5011,"cooking",8,"Dustin","female",61,4,973370,"ungrammatical","FALSE",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"494",12210,"cooking",8,"Angela","female",62,5,985592,"probability","0.71",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"495",12210,"cooking",8,"Angela","female",62,5,985592,"ungrammatical","FALSE",5,"eng+other","spanish, italian ","30","Caucasian","4","I have no idea. correlation","n/a",19.3727333333333
"496",25267,"Japan",0,"Adam","female",1,0,48231,"probability","0.98",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"497",25267,"Japan",0,"Adam","female",1,0,48231,"ungrammatical",NA,6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"498",14872,"Japan",0,"Julia","female",2,1,63113,"explanation","she slept on the plane",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"499",3291,"Japan",0,"Julia","female",3,2,66468,"probability","0.97",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"500",3291,"Japan",0,"Julia","female",3,2,66468,"ungrammatical",NA,6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"501",27446,"Japan",0,"Gabrielle","female",4,3,93932,"probability","0.97",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"502",27446,"Japan",0,"Gabrielle","female",4,3,93932,"ungrammatical","FALSE",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"503",12897,"Japan",0,"Joshua","female",5,4,106848,"probability","0.93",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"504",12897,"Japan",0,"Joshua","female",5,4,106848,"ungrammatical","FALSE",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"505",5469,"Japan",0,"Jared","female",6,5,112334,"probability","0.94",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"506",5469,"Japan",0,"Jared","female",6,5,112334,"ungrammatical","FALSE",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"507",11823,"coffee",1,"Morgan","female",8,0,124170,"probability","0.72",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"508",11823,"coffee",1,"Morgan","female",8,0,124170,"ungrammatical",NA,6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"509",14465,"coffee",1,"Vanessa","female",9,1,138639,"explanation","she has add",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"510",3104,"coffee",1,"Vanessa","female",10,2,141762,"probability","0.64",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"511",3104,"coffee",1,"Vanessa","female",10,2,141762,"ungrammatical",NA,6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"512",13122,"coffee",1,"Kevin","female",11,3,154896,"probability","0.65",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"513",13122,"coffee",1,"Kevin","female",11,3,154896,"ungrammatical","FALSE",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"514",15190,"coffee",1,"Patrick","female",12,4,170098,"probability","0.65",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"515",15190,"coffee",1,"Patrick","female",12,4,170098,"ungrammatical","FALSE",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"516",8091,"coffee",1,"Mark","female",13,5,178206,"probability","0.63",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"517",8091,"coffee",1,"Mark","female",13,5,178206,"ungrammatical","FALSE",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"518",10122,"beach",2,"Kaitlyn","female",15,0,188346,"probability","0.5",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"519",10122,"beach",2,"Kaitlyn","female",15,0,188346,"ungrammatical",NA,6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"520",21020,"beach",2,"Derek","female",16,1,209375,"explanation","there werent any waves",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"521",2776,"beach",2,"Derek","female",17,2,212167,"probability","0.55",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"522",2776,"beach",2,"Derek","female",17,2,212167,"ungrammatical",NA,6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"523",10928,"beach",2,"Lindsey","female",18,3,223105,"probability","0.53",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"524",10928,"beach",2,"Lindsey","female",18,3,223105,"ungrammatical","FALSE",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"525",16592,"beach",2,"Ian","female",19,4,239714,"probability","0.55",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"526",16592,"beach",2,"Ian","female",19,4,239714,"ungrammatical","FALSE",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"527",9367,"beach",2,"Robert","female",20,5,249097,"probability","0.52",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"528",9367,"beach",2,"Robert","female",20,5,249097,"ungrammatical","FALSE",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"529",9172,"guitar",3,"Amanda","female",22,0,258283,"probability","0.99",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"530",9172,"guitar",3,"Amanda","female",22,0,258283,"ungrammatical",NA,6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"531",16338,"guitar",3,"Andrew","female",23,1,274628,"explanation","he doesnt like composing",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"532",2545,"guitar",3,"Andrew","female",24,2,277193,"probability","1",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"533",2545,"guitar",3,"Andrew","female",24,2,277193,"ungrammatical",NA,6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"534",6319,"guitar",3,"Nathan","female",25,3,283525,"probability","0.98",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"535",6319,"guitar",3,"Nathan","female",25,3,283525,"ungrammatical","FALSE",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"536",7901,"guitar",3,"Alexis","female",26,4,291442,"probability","1",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"537",7901,"guitar",3,"Alexis","female",26,4,291442,"ungrammatical","FALSE",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"538",9598,"guitar",3,"Charles","female",27,5,301050,"probability","1",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"539",9598,"guitar",3,"Charles","female",27,5,301050,"ungrammatical","FALSE",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"540",10217,"insomnia",4,"Trevor","female",29,0,311280,"probability","0.69",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"541",10217,"insomnia",4,"Trevor","female",29,0,311280,"ungrammatical",NA,6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"542",8690,"insomnia",4,"Devin","female",30,1,319977,"explanation","he was focused",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"543",11538,"insomnia",4,"Devin","female",31,2,331536,"probability","0.75",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"544",11538,"insomnia",4,"Devin","female",31,2,331536,"ungrammatical",NA,6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"545",7190,"insomnia",4,"Chelsea","female",32,3,338740,"probability","0.69",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"546",7190,"insomnia",4,"Chelsea","female",32,3,338740,"ungrammatical","FALSE",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"547",14049,"insomnia",4,"Benjamin","female",33,4,352799,"probability","0.64",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"548",14049,"insomnia",4,"Benjamin","female",33,4,352799,"ungrammatical","FALSE",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"549",5541,"insomnia",4,"Victoria","female",34,5,358356,"probability","0.69",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"550",5541,"insomnia",4,"Victoria","female",34,5,358356,"ungrammatical","FALSE",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"551",13357,"painting",5,"Alexander","female",36,0,371728,"probability","0.51",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"552",13357,"painting",5,"Alexander","female",36,0,371728,"ungrammatical",NA,6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"553",11218,"painting",5,"Brooke","female",37,1,382950,"explanation","he didnt take it seriously",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"554",4936,"painting",5,"Brooke","female",38,2,387908,"probability","0.67",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"555",4936,"painting",5,"Brooke","female",38,2,387908,"ungrammatical",NA,6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"556",7470,"painting",5,"Jeremy","female",39,3,395396,"probability","0.66",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"557",7470,"painting",5,"Jeremy","female",39,3,395396,"ungrammatical","FALSE",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"558",5542,"painting",5,"Nicholas","female",40,4,400959,"probability","0.66",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"559",5542,"painting",5,"Nicholas","female",40,4,400959,"ungrammatical","FALSE",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"560",15154,"painting",5,"Timothy","female",41,5,416131,"probability","0.67",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"561",15154,"painting",5,"Timothy","female",41,5,416131,"ungrammatical","FALSE",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"562",10687,"reading",6,"Savannah","female",43,0,426833,"probability","0.81",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"563",10687,"reading",6,"Savannah","female",43,0,426833,"ungrammatical",NA,6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"564",7177,"reading",6,"Juan","female",44,1,434018,"explanation","he wore glasses",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"565",9553,"reading",6,"Juan","female",45,2,443592,"probability","0.82",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"566",9553,"reading",6,"Juan","female",45,2,443592,"ungrammatical",NA,6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"567",3962,"reading",6,"Emily","female",46,3,447577,"probability","0.91",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"568",3962,"reading",6,"Emily","female",46,3,447577,"ungrammatical","FALSE",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"569",3041,"reading",6,"Paige","female",47,4,450629,"probability","0.84",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"570",3041,"reading",6,"Paige","female",47,4,450629,"ungrammatical","FALSE",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"571",5404,"reading",6,"Erin","female",48,5,456042,"probability","0.84",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"572",5404,"reading",6,"Erin","female",48,5,456042,"ungrammatical","FALSE",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"573",16250,"fitness",7,"Luis","female",50,0,472303,"probability","0.93",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"574",16250,"fitness",7,"Luis","female",50,0,472303,"ungrammatical",NA,6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"575",17998,"fitness",7,"Danielle","female",51,1,490309,"explanation","she ate lots of twinkies",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"576",2524,"fitness",7,"Danielle","female",52,2,492851,"probability","0.91",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"577",2524,"fitness",7,"Danielle","female",52,2,492851,"ungrammatical",NA,6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"578",3394,"fitness",7,"Miranda","female",53,3,496255,"probability","0.87",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"579",3394,"fitness",7,"Miranda","female",53,3,496255,"ungrammatical","FALSE",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"580",2499,"fitness",7,"Ryan","female",54,4,498775,"probability","0.88",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"581",2499,"fitness",7,"Ryan","female",54,4,498775,"ungrammatical","FALSE",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"582",2586,"fitness",7,"Courtney","female",55,5,501371,"probability","0.9",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"583",2586,"fitness",7,"Courtney","female",55,5,501371,"ungrammatical","FALSE",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"584",10708,"cooking",8,"Emma","female",57,0,512091,"probability","0.81",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"585",10708,"cooking",8,"Emma","female",57,0,512091,"ungrammatical",NA,6,"eng","","32","caucasian","4","no idea","",9.40098333333333
"586",12466,"cooking",8,"Will","female",58,1,524564,"explanation","he didnt like anyhitng they made",6,"eng","","32","caucasian","4","no idea","",9.40098333333333
